seed,method,completed_task_num,total_path_length,total_planned_path_length,vehicle_trajectory_length,vehicle_execution_time,total_inspection_time,high_priority_avg_response_time,priority_weighted_completion_time,heading_change_sum,goal_success_rate,trajectory_to_plan_ratio,lambda_mean,lambda_min,lambda_max,lambda_std,failed_task_num,unreachable_task_num,follower_failed_num,adapter_failed_num,task_sequence
27,AStarOnly,20,170.0,170.0,147.39198653897216,298.1,398.1,205.65,208.76555484334943,122.14373555073725,100.0,0.8670116855233656,0.0,0.0,0.0,0.0,0,0,0,0,P7->P16->P2->P6->P3->P13->P1->P14->P5->P15->P19->P8->P17->P11->P20->P18->P12->P10->P4->P9
27,TSP-2opt,20,165.0,165.0,147.68825076941138,301.70000000000005,401.7,205.10000000000002,218.25107213697476,124.06704851679564,100.0,0.8950803076934023,0.0,0.0,0.0,0.0,0,0,0,0,P16->P7->P2->P6->P3->P13->P1->P14->P15->P19->P8->P17->P11->P20->P18->P12->P10->P5->P9->P4
27,Greedy-PADS,20,179.0,179.0,156.06815532261658,307.3,407.3,219.16666666666666,233.76736664889577,106.07302901025153,100.0,0.8718891358805395,0.0,0.0,0.0,0.0,0,0,0,0,P2->P6->P3->P1->P13->P16->P7->P10->P18->P12->P11->P20->P17->P8->P19->P14->P5->P15->P9->P4
27,Priority-Greedy,20,320.0,320.0,287.63890006832054,563.5999999999999,663.5999999999999,159.66666666666666,230.9575646640447,196.14877362285267,100.0,0.8988715627135017,0.0,0.0,0.0,0.0,0,0,0,0,P2->P18->P5->P19->P9->P4->P14->P10->P12->P15->P3->P16->P1->P6->P11->P20->P8->P17->P13->P7
28,A-RH-PADS-L,20,229.0,229.0,212.03892639817582,419.5,519.5,117.76666666666668,187.6464492347301,145.99938603233497,100.0,0.9259341764112481,0.5702775628267133,0.49709312125765126,0.6475618646286565,0.044246035203984034,0,0,0,0,P13->P18->P3->P2->P16->P20->P9->P10->P8->P5->P14->P1->P15->P4->P7->P19->P12->P11->P6->P17
28,RH-PADS-L,20,256.0,256.0,235.03212005693473,469.1,569.1,109.56666666666666,175.38796192801288,176.55704220859803,100.0,0.9180942189724013,0.0,0.0,0.0,0.0,0,0,0,0,P13->P18->P5->P8->P10->P3->P2->P16->P20->P9->P4->P15->P7->P14->P6->P11->P17->P12->P19->P1
28,AStarOnly,20,185.0,185.0,164.39520701328388,330.5,430.5,144.85555555555558,160.10636417344244,132.90759580975154,100.0,0.8886227406123453,0.0,0.0,0.0,0.0,0,0,0,0,P13->P6->P11->P18->P14->P5->P8->P10->P3->P1->P9->P20->P2->P16->P15->P4->P7->P19->P12->P17
28,TSP-2opt,20,185.0,185.0,164.39520701328388,330.5,430.5,144.85555555555558,160.10636417344244,132.90759580975154,100.0,0.8886227406123453,0.0,0.0,0.0,0.0,0,0,0,0,P13->P6->P11->P18->P14->P5->P8->P10->P3->P1->P9->P20->P2->P16->P15->P4->P7->P19->P12->P17
28,Greedy-PADS,20,215.0,215.0,198.59678928115514,391.3999999999999,491.4,119.05555555555559,170.14513075284796,135.37626870419368,100.0,0.9237059966565355,0.0,0.0,0.0,0.0,0,0,0,0,P13->P18->P14->P5->P8->P10->P3->P2->P16->P20->P9->P1->P4->P7->P19->P12->P6->P11->P17->P15
28,Priority-Greedy,20,309.0,309.0,287.078674230159,560.8,660.8000000000001,160.94444444444446,231.41870279122605,188.13919362596167,100.0,0.9290571981558543,0.0,0.0,0.0,0.0,0,0,0,0,P18->P2->P3->P8->P10->P5->P16->P20->P9->P13->P6->P14->P12->P7->P4->P15->P1->P19->P11->P17
29,A-RH-PADS-L,20,187.0,187.0,172.2234119175707,344.2,444.2,170.88333333333333,189.44854847282616,128.3698188220736,100.0,0.9209808123934262,0.5695695498786773,0.4720972181618058,0.6448326192781604,0.06255769687108532,0,0,0,0,P13->P5->P12->P17->P20->P8->P9->P10->P15->P2->P11->P19->P7->P6->P18->P3->P4->P16->P14->P1
29,RH-PADS-L,20,178.0,178.0,161.55874070348514,331.8,431.7999999999999,150.26666666666665,171.34480109568284,140.59221750281552,100.0,0.9076333747386806,0.0,0.0,0.0,0.0,0,0,0,0,P13->P5->P10->P15->P12->P17->P20->P8->P1->P18->P3->P7->P19->P2->P11->P6->P4->P9->P14->P16
29,AStarOnly,20,135.0,135.0,112.95019518142266,237.90000000000003,337.9,176.98333333333332,181.60913255423188,114.00713987012107,100.0,0.8366681124549826,0.0,0.0,0.0,0.0,0,0,0,0,P13->P2->P11->P6->P7->P19->P3->P18->P4->P17->P12->P14->P16->P5->P10->P15->P9->P20->P8->P1
29,TSP-2opt,20,137.0,137.0,115.9619888532487,241.80000000000004,341.8,181.7166666666666,184.9414244493899,109.83595450353634,100.0,0.8464378748412313,0.0,0.0,0.0,0.0,0,0,0,0,P13->P2->P11->P19->P6->P7->P3->P18->P4->P17->P12->P14->P16->P5->P10->P15->P9->P20->P8->P1
29,Greedy-PADS,20,182.0,182.0,162.11798576291795,327.30000000000007,427.30000000000007,206.7166666666667,186.57894431465346,130.80870975372832,100.0,0.8907581635325162,0.0,0.0,0.0,0.0,0,0,0,0,P13->P5->P10->P12->P17->P20->P8->P1->P9->P4->P3->P18->P7->P19->P2->P11->P6->P16->P14->P15
29,Priority-Greedy,20,280.0,280.0,253.50149889603358,495.1,595.1000000000001,238.5833333333333,264.0037305258678,172.28854666480967,100.0,0.9053624960572628,0.0,0.0,0.0,0.0,0,0,0,0,P10->P12->P20->P8->P7->P13->P5->P15->P17->P2->P19->P18->P3->P1->P9->P4->P16->P14->P11->P6
