seed,method,completed_task_num,total_path_length,total_inspection_time,high_priority_avg_response_time,priority_weighted_completion_time,high_priority_top5_rate,algorithm_runtime_ms,lambda_mean,lambda_min,lambda_max,lambda_std,task_sequence
25,A-RH-PADS-L,20,228.0,480.0,187.29166666666669,196.48133638264213,40.0,55.8276730007492,0.6165880573440699,0.5594367118086263,0.6608332890055468,0.03605161316319134,P2->P15->P11->P19->P9->P4->P1->P16->P3->P18->P12->P5->P14->P6->P10->P13->P8->P7->P20->P17
26,AStarOnly,20,147.0,345.0,126.66666666666667,137.1042983330332,20.0,30.15408298233524,0.0,0.0,0.0,0.0,P1->P15->P7->P19->P12->P4->P9->P8->P17->P5->P13->P2->P10->P16->P11->P20->P18->P6->P3->P14
26,TSP-2opt,20,127.0,311.6666666666667,119.44444444444446,137.07692373604846,20.0,32.770123973023146,0.0,0.0,0.0,0.0,P1->P15->P7->P19->P12->P4->P2->P10->P16->P11->P20->P5->P17->P8->P13->P9->P18->P6->P3->P14
26,Greedy-PADS,20,185.0,408.33333333333337,106.66666666666667,145.07768205550295,20.0,29.989335977006704,0.0,0.0,0.0,0.0,P1->P15->P19->P12->P4->P9->P2->P20->P17->P8->P5->P13->P10->P11->P16->P7->P14->P6->P18->P3
26,Priority-Greedy,20,201.0,435.00000000000006,117.22222222222224,164.70717368171998,20.0,29.822648968547583,0.0,0.0,0.0,0.0,P1->P15->P2->P4->P9->P13->P20->P5->P17->P8->P12->P19->P10->P11->P16->P7->P14->P6->P18->P3
26,RH-PADS,20,187.0,411.6666666666666,86.11111111111113,154.709268263743,40.0,514.9248169618659,0.0,0.0,0.0,0.0,P1->P15->P4->P2->P20->P5->P17->P8->P13->P9->P12->P19->P10->P16->P11->P18->P6->P3->P14->P7
26,RH-PADS-L,20,163.0,371.6666666666667,99.44444444444446,148.87266217051842,20.0,243.4313740232028,0.0,0.0,0.0,0.0,P1->P15->P4->P2->P13->P8->P17->P5->P20->P11->P16->P10->P19->P12->P9->P18->P6->P3->P14->P7
26,A-RH-PADS,20,181.0,401.66666666666663,128.88888888888889,150.3959105959649,20.0,64.04526100959629,0.5498095039121261,0.46198569710295356,0.6026304820748996,0.044676062699399874,P1->P15->P4->P2->P13->P5->P17->P8->P9->P12->P19->P16->P10->P20->P11->P18->P6->P3->P14->P7
26,A-RH-PADS-L,20,195.0,425.0,197.22222222222226,165.83753323353608,20.0,48.92790800658986,0.5799556547156882,0.5566427359168735,0.6050169456508342,0.015620111278559931,P1->P15->P19->P4->P2->P10->P16->P9->P8->P17->P5->P13->P18->P6->P3->P12->P7->P14->P11->P20
27,AStarOnly,20,163.0,371.6666666666667,241.66666666666669,220.54240105862525,0.0,39.632764004636556,0.0,0.0,0.0,0.0,P7->P16->P13->P3->P1->P6->P2->P10->P18->P12->P11->P20->P17->P8->P19->P14->P15->P5->P9->P4
27,TSP-2opt,20,147.0,345.0,219.66666666666669,202.169668748917,0.0,47.580843965988606,0.0,0.0,0.0,0.0,P16->P7->P1->P13->P3->P2->P6->P10->P12->P18->P11->P20->P17->P8->P19->P15->P14->P5->P9->P4
27,Greedy-PADS,20,209.0,448.3333333333334,229.0,231.26025570060958,20.0,39.87571899779141,0.0,0.0,0.0,0.0,P2->P3->P1->P13->P16->P7->P6->P10->P18->P12->P11->P17->P8->P19->P14->P15->P9->P5->P4->P20
27,Priority-Greedy,20,320.0,633.3333333333334,126.33333333333334,230.69522550025695,60.0,40.13660701457411,0.0,0.0,0.0,0.0,P2->P18->P5->P19->P9->P4->P14->P10->P12->P15->P3->P16->P1->P6->P11->P20->P8->P17->P13->P7
27,RH-PADS,20,247.0,511.66666666666674,94.33333333333334,185.2219261375911,80.0,827.7293639839627,0.0,0.0,0.0,0.0,P2->P10->P18->P19->P15->P14->P5->P9->P4->P8->P12->P11->P20->P6->P3->P1->P13->P16->P7->P17
27,RH-PADS-L,20,251.0,518.3333333333334,98.0,199.5612049810954,80.0,406.25462302705273,0.0,0.0,0.0,0.0,P2->P10->P18->P14->P19->P15->P5->P9->P4->P12->P11->P20->P6->P3->P1->P13->P16->P7->P8->P17
27,A-RH-PADS,20,198.0,430.00000000000006,105.6666666666667,176.19888879571846,60.0,87.1175269712694,0.5687245950908926,0.5072910653481713,0.62141260965666,0.040147318460374073,P2->P10->P18->P12->P15->P5->P14->P19->P8->P9->P4->P17->P11->P20->P6->P3->P1->P13->P7->P16
27,A-RH-PADS-L,20,204.0,439.99999999999994,120.99999999999997,194.1497910099319,60.0,72.13362795300782,0.5747304382935277,0.5250375017114202,0.6147299683896538,0.03163982394863887,P2->P10->P18->P5->P14->P15->P19->P8->P17->P12->P11->P20->P9->P4->P1->P13->P3->P6->P7->P16
28,AStarOnly,20,189.0,415.0,139.25925925925924,154.20353997824085,40.0,33.140663988888264,0.0,0.0,0.0,0.0,P13->P6->P11->P18->P14->P5->P8->P10->P3->P1->P2->P20->P9->P16->P15->P4->P7->P19->P12->P17
28,TSP-2opt,20,167.0,378.33333333333326,225.18518518518513,209.40138322559196,40.0,43.00932795740664,0.0,0.0,0.0,0.0,P13->P6->P11->P18->P12->P19->P14->P5->P8->P10->P3->P1->P7->P4->P15->P16->P2->P20->P9->P17
28,Greedy-PADS,20,241.0,501.66666666666663,148.51851851851853,183.18860795028732,40.0,33.22211001068354,0.0,0.0,0.0,0.0,P13->P18->P6->P11->P14->P3->P2->P9->P20->P16->P8->P10->P5->P1->P4->P15->P7->P19->P12->P17
28,Priority-Greedy,20,309.0,615.0,151.2962962962963,216.576125150322,80.0,34.03356100898236,0.0,0.0,0.0,0.0,P18->P2->P3->P8->P10->P5->P16->P20->P9->P13->P6->P14->P12->P7->P4->P15->P1->P19->P11->P17
28,RH-PADS,20,213.0,455.00000000000006,100.92592592592592,159.43944534499482,80.0,598.2093350030482,0.0,0.0,0.0,0.0,P13->P18->P5->P8->P10->P3->P2->P16->P20->P9->P1->P4->P7->P19->P12->P14->P6->P11->P17->P15
28,RH-PADS-L,20,233.0,488.3333333333333,97.22222222222223,167.81316484082785,100.0,295.8308039815165,0.0,0.0,0.0,0.0,P13->P18->P5->P3->P2->P16->P20->P9->P10->P8->P14->P19->P7->P4->P15->P1->P17->P6->P11->P12
28,A-RH-PADS,20,218.0,463.33333333333337,100.55555555555556,156.4260285826314,80.0,69.22332802787423,0.585975354508372,0.5220100166775667,0.6508343380094405,0.04391549876763925,P13->P18->P5->P8->P10->P3->P16->P2->P20->P9->P15->P4->P1->P19->P12->P14->P11->P6->P17->P7
28,A-RH-PADS-L,20,229.0,481.66666666666663,108.14814814814814,173.20028741470955,100.0,55.889879004098475,0.5702775628267133,0.49709312125765126,0.6475618646286565,0.044246035203984034,P13->P18->P3->P2->P16->P20->P9->P10->P8->P5->P14->P1->P15->P4->P7->P19->P12->P11->P6->P17
29,AStarOnly,20,158.0,363.3333333333333,205.55555555555554,186.117491782272,0.0,29.683515953365713,0.0,0.0,0.0,0.0,P13->P5->P16->P14->P12->P17->P4->P3->P18->P19->P6->P7->P11->P2->P9->P20->P8->P1->P10->P15
29,TSP-2opt,20,133.0,321.6666666666667,146.66666666666666,164.1267685904698,20.0,31.47205797722563,0.0,0.0,0.0,0.0,P13->P2->P11->P7->P6->P19->P3->P18->P4->P17->P12->P15->P10->P5->P16->P14->P9->P20->P8->P1
29,Greedy-PADS,20,202.0,436.66666666666663,119.44444444444446,206.07382740396937,40.0,28.78342696931213,0.0,0.0,0.0,0.0,P13->P10->P12->P17->P20->P1->P8->P7->P19->P11->P2->P6->P3->P18->P4->P9->P14->P5->P16->P15
29,Priority-Greedy,20,280.0,566.6666666666667,174.44444444444446,252.6236919719695,40.0,27.577886008657515,0.0,0.0,0.0,0.0,P10->P12->P20->P8->P7->P13->P5->P15->P17->P2->P19->P18->P3->P1->P9->P4->P16->P14->P11->P6
29,RH-PADS,20,246.0,510.0,117.22222222222224,201.18177731778394,40.0,567.607044999022,0.0,0.0,0.0,0.0,P13->P10->P12->P17->P20->P8->P9->P7->P19->P11->P2->P5->P3->P18->P4->P1->P15->P14->P16->P6
29,RH-PADS-L,20,167.0,378.33333333333337,136.66666666666666,164.15588106826254,40.0,254.07923699822277,0.0,0.0,0.0,0.0,P13->P5->P10->P12->P17->P9->P20->P8->P1->P3->P18->P19->P7->P6->P11->P2->P15->P14->P16->P4
29,A-RH-PADS,20,189.0,415.0,116.66666666666669,195.71789547117055,40.0,67.5754210096784,0.5622946501865802,0.4865089914951636,0.6426243222908332,0.04431254637410853,P13->P10->P12->P17->P9->P20->P8->P19->P7->P6->P11->P2->P5->P16->P14->P15->P4->P18->P3->P1
29,A-RH-PADS-L,20,187.0,411.66666666666663,167.77777777777777,174.63129648559732,20.0,51.50598695036024,0.5695695498786773,0.4720972181618058,0.6448326192781604,0.06255769687108532,P13->P5->P12->P17->P20->P8->P9->P10->P15->P2->P11->P19->P7->P6->P18->P3->P4->P16->P14->P1
