seed,method,completed_task_num,total_path_length,total_inspection_time,high_priority_avg_response_time,priority_weighted_completion_time,high_priority_top5_rate,abnormal_task_ids,abnormal_priority_rate,abnormal_avg_response_time,replanning_count,algorithm_runtime_ms,task_sequence
24,Deadline-Greedy,20,303.0,605.0,223.93939393939397,257.64246406907137,100.0,"P18,P15,P9,P3",75.0,144.58333333333337,1,29.83691298868507,P19->P2->P8->P18->P9->P15->P11->P17->P10->P14->P6->P12->P1->P4->P16->P3->P20->P7->P5->P13
25,AStarOnly,20,184.0,406.6666666666666,148.74999999999997,166.02857600162218,60.0,"P13,P4,P9,P5",50.0,115.41666666666664,0,32.527829986065626,P2->P18->P15->P11->P19->P5->P9->P14->P4->P6->P1->P16->P3->P20->P17->P12->P10->P13->P7->P8
25,Proposed-Balanced,20,222.0,470.0,165.62499999999997,191.45131976555103,60.0,"P13,P4,P9,P5",75.0,80.83333333333333,1,32.081294048111886,P2->P18->P16->P4->P9->P5->P15->P19->P11->P10->P12->P7->P8->P13->P6->P1->P3->P14->P20->P17
25,RH-v2-Full,20,206.0,443.3333333333333,133.54166666666666,184.81872510111492,100.0,"P13,P3,P8,P4",50.0,118.75,1,643.9823930268176,P18->P15->P11->P4->P16->P3->P1->P5->P12->P7->P8->P13->P10->P19->P9->P2->P14->P6->P20->P17
25,RH-v2-Light,20,226.0,476.66666666666663,140.625,194.88653071795227,100.0,"P13,P3,P8,P4",50.0,130.83333333333334,1,300.4307270166464,P18->P15->P11->P4->P16->P3->P1->P6->P5->P12->P19->P13->P10->P8->P7->P9->P2->P14->P20->P17
25,DRF-RH-Full,20,226.0,476.6666666666667,140.625,192.4007572297726,100.0,"P13,P3,P8,P4",50.0,152.50000000000003,1,87.84253901103511,P18->P15->P11->P4->P16->P3->P1->P6->P5->P12->P10->P13->P19->P2->P14->P9->P7->P8->P20->P17
25,DRF-RH-Light,20,206.0,443.33333333333326,141.66666666666666,182.89555468846015,100.0,"P13,P3,P8,P4",50.0,141.66666666666666,1,58.406652009580284,P18->P15->P11->P4->P16->P3->P1->P6->P9->P5->P19->P12->P7->P8->P10->P13->P2->P14->P20->P17
25,Priority-Greedy,20,311.0,618.3333333333335,204.58333333333337,262.2113100870993,80.0,"P13,P3,P8,P4",25.0,263.33333333333337,1,31.731935043353587,P12->P15->P16->P4->P1->P11->P19->P2->P18->P3->P17->P20->P5->P9->P6->P7->P8->P10->P13->P14
25,Deadline-Greedy,20,285.0,575.0,164.79166666666663,229.99426511300834,100.0,"P14,P3,P9,P5",50.0,113.74999999999994,1,31.882737996056676,P16->P4->P12->P15->P11->P5->P9->P1->P3->P2->P18->P19->P14->P17->P20->P6->P7->P8->P10->P13
26,AStarOnly,20,147.0,345.0,126.66666666666667,137.1042983330332,20.0,"P8,P13,P16,P9",25.0,114.58333333333334,0,29.948142997454852,P1->P15->P7->P19->P12->P4->P9->P8->P17->P5->P13->P2->P10->P16->P11->P20->P18->P6->P3->P14
26,Proposed-Balanced,20,205.0,441.6666666666667,102.77777777777779,154.84679714752167,20.0,"P7,P12,P14,P8",50.0,180.0,1,30.99617297993973,P1->P15->P19->P12->P4->P9->P8->P17->P2->P20->P16->P13->P5->P10->P11->P7->P14->P6->P18->P3
26,RH-v2-Full,20,169.0,381.6666666666667,108.88888888888887,146.89326499696173,20.0,"P8,P13,P16,P9",75.0,54.58333333333333,1,527.6626980048604,P1->P15->P4->P9->P13->P8->P17->P5->P2->P10->P16->P20->P11->P19->P12->P18->P6->P3->P14->P7
26,RH-v2-Light,20,169.0,381.6666666666667,108.88888888888887,146.89326499696173,20.0,"P8,P13,P16,P9",75.0,54.58333333333333,1,251.70687097124755,P1->P15->P4->P9->P13->P8->P17->P5->P2->P10->P16->P20->P11->P19->P12->P18->P6->P3->P14->P7
26,DRF-RH-Full,20,169.0,381.6666666666667,111.66666666666667,146.641060691868,20.0,"P8,P13,P16,P9",75.0,54.58333333333333,1,85.08073497796431,P1->P15->P4->P9->P13->P8->P17->P5->P2->P10->P16->P11->P20->P19->P12->P18->P6->P3->P14->P7
26,DRF-RH-Light,20,173.0,388.3333333333333,116.11111111111113,151.35947247306683,20.0,"P8,P13,P16,P9",75.0,56.25,1,54.2302230023779,P1->P15->P4->P9->P8->P13->P17->P5->P2->P10->P16->P11->P20->P19->P12->P18->P6->P3->P14->P7
26,Priority-Greedy,20,203.0,438.33333333333337,118.33333333333333,164.78600709378802,20.0,"P8,P13,P16,P9",75.0,78.75000000000001,1,30.30202997615561,P1->P15->P2->P9->P4->P13->P8->P17->P5->P20->P16->P19->P12->P10->P11->P7->P14->P6->P18->P3
26,Deadline-Greedy,20,243.0,505.00000000000006,113.8888888888889,170.81542576917178,20.0,"P8,P13,P16,P9",50.0,88.75,1,30.58548696571961,P1->P15->P4->P9->P13->P2->P20->P8->P17->P5->P16->P10->P19->P12->P6->P18->P14->P7->P11->P3
27,AStarOnly,20,163.0,371.6666666666667,241.66666666666669,220.54240105862525,0.0,"P5,P12,P20,P1",25.0,163.75000000000003,0,39.76541600422934,P7->P16->P13->P3->P1->P6->P2->P10->P18->P12->P11->P20->P17->P8->P19->P14->P15->P5->P9->P4
27,Proposed-Balanced,20,236.0,493.3333333333333,208.0,250.75447911726982,40.0,"P8,P14,P20,P4",50.0,103.74999999999999,1,41.12311400240287,P2->P3->P1->P14->P19->P8->P17->P20->P18->P5->P4->P9->P15->P12->P11->P10->P6->P7->P16->P13
27,RH-v2-Full,20,244.0,506.66666666666674,134.33333333333331,210.37266673030607,80.0,"P6,P13,P20,P1",0.0,202.5,1,823.8994969869964,P2->P10->P18->P19->P15->P14->P5->P9->P17->P20->P11->P12->P6->P3->P13->P1->P4->P8->P7->P16
27,RH-v2-Light,20,241.0,501.6666666666667,164.33333333333334,216.84838265262238,60.0,"P6,P13,P20,P1",0.0,205.83333333333331,1,385.8955770265311,P2->P10->P18->P14->P15->P5->P19->P9->P17->P20->P11->P12->P6->P3->P13->P1->P16->P7->P8->P4
27,DRF-RH-Full,20,244.0,506.6666666666667,134.66666666666666,211.87739154477438,60.0,"P6,P13,P20,P1",0.0,175.83333333333326,1,106.52614303398877,P2->P10->P18->P5->P14->P15->P19->P12->P11->P20->P6->P3->P13->P1->P4->P9->P17->P8->P7->P16
27,DRF-RH-Light,20,254.0,523.3333333333334,98.33333333333334,209.3902248454694,80.0,"P6,P13,P20,P1",0.0,228.75,1,78.07126396801323,P2->P10->P18->P5->P19->P14->P9->P4->P11->P20->P12->P6->P3->P13->P1->P15->P8->P17->P7->P16
27,Priority-Greedy,20,281.0,568.3333333333333,126.33333333333334,240.16923417305503,60.0,"P7,P13,P20,P1",0.0,265.4166666666667,1,40.82587995799258,P2->P18->P5->P19->P9->P4->P14->P10->P12->P20->P1->P3->P16->P7->P13->P6->P15->P8->P17->P11
27,Deadline-Greedy,20,268.0,546.6666666666666,141.66666666666669,244.36882135685957,60.0,"P7,P13,P20,P1",0.0,300.00000000000006,1,41.591903020162135,P2->P18->P5->P19->P9->P4->P14->P1->P3->P10->P12->P20->P11->P15->P8->P17->P6->P13->P7->P16
28,AStarOnly,20,189.0,415.0,139.25925925925924,154.20353997824085,40.0,"P3,P15,P4,P2",0.0,167.08333333333331,0,32.28933102218434,P13->P6->P11->P18->P14->P5->P8->P10->P3->P1->P2->P20->P9->P16->P15->P4->P7->P19->P12->P17
28,Proposed-Balanced,20,223.0,471.6666666666668,161.4814814814815,186.87093040589056,40.0,"P3,P14,P4,P2",75.0,91.25,1,32.68191695678979,P13->P18->P6->P11->P14->P3->P2->P9->P20->P16->P4->P15->P1->P8->P10->P5->P19->P12->P7->P17
28,RH-v2-Full,20,241.0,501.66666666666663,96.85185185185186,167.98571664464103,100.0,"P3,P14,P4,P2",50.0,110.41666666666664,1,614.6977079915814,P13->P18->P5->P3->P2->P20->P9->P16->P10->P8->P14->P7->P4->P15->P1->P19->P12->P6->P11->P17
28,RH-v2-Light,20,239.0,498.33333333333326,96.85185185185186,168.438099141023,100.0,"P3,P14,P4,P2",50.0,108.74999999999999,1,298.3994079986587,P13->P18->P5->P3->P2->P20->P9->P16->P10->P8->P14->P1->P4->P15->P7->P19->P12->P6->P11->P17
28,DRF-RH-Full,20,237.0,495.0,101.66666666666667,169.70669947841898,100.0,"P3,P14,P4,P2",50.0,90.41666666666666,1,86.66511694900692,P13->P18->P5->P3->P2->P20->P9->P16->P4->P1->P10->P8->P14->P6->P11->P19->P12->P7->P15->P17
28,DRF-RH-Light,20,235.0,491.6666666666666,96.85185185185186,167.29391981805512,100.0,"P3,P14,P4,P2",50.0,112.49999999999999,1,60.82270300248638,P13->P18->P5->P3->P2->P20->P9->P16->P10->P8->P14->P1->P15->P4->P7->P19->P12->P6->P11->P17
28,Priority-Greedy,20,296.0,593.3333333333334,185.74074074074073,225.77115711569556,80.0,"P5,P14,P6,P4",50.0,106.25000000000001,1,32.845944981090724,P18->P2->P3->P5->P14->P8->P10->P6->P13->P16->P20->P9->P4->P7->P12->P19->P1->P15->P17->P11
28,Deadline-Greedy,20,295.0,591.6666666666665,185.74074074074073,231.633421512291,80.0,"P5,P14,P6,P4",50.0,106.25000000000001,1,33.228439977392554,P18->P2->P3->P5->P14->P8->P10->P6->P13->P16->P20->P9->P4->P7->P1->P15->P17->P11->P19->P12
29,AStarOnly,20,158.0,363.3333333333333,205.55555555555554,186.117491782272,0.0,"P7,P19,P9,P6",0.0,134.16666666666663,0,29.10005598096177,P13->P5->P16->P14->P12->P17->P4->P3->P18->P19->P6->P7->P11->P2->P9->P20->P8->P1->P10->P15
29,Proposed-Balanced,20,208.0,446.66666666666663,192.7777777777778,218.7642703754282,20.0,"P6,P19,P8,P5",75.0,90.41666666666669,1,29.183374950662255,P13->P10->P12->P5->P8->P20->P19->P7->P6->P11->P2->P17->P4->P3->P18->P1->P9->P14->P16->P15
29,RH-v2-Full,20,233.0,488.3333333333333,151.66666666666666,206.89429253000182,20.0,"P6,P19,P8,P5",50.0,113.33333333333334,1,553.6975489812903,P13->P10->P12->P20->P8->P17->P5->P2->P19->P7->P6->P3->P18->P1->P9->P15->P14->P16->P4->P11
29,RH-v2-Light,20,215.0,458.3333333333334,145.55555555555557,190.06121878546202,20.0,"P7,P19,P9,P6",25.0,122.08333333333336,1,265.45420999173075,P13->P5->P10->P12->P20->P8->P9->P17->P19->P7->P6->P3->P18->P4->P15->P14->P16->P2->P11->P1
29,DRF-RH-Full,20,206.0,443.3333333333333,133.88888888888889,212.76480065850052,20.0,"P6,P19,P8,P5",50.0,112.91666666666666,1,85.28663299512118,P13->P10->P12->P20->P8->P17->P19->P7->P6->P11->P2->P5->P14->P16->P9->P1->P3->P18->P4->P15
29,DRF-RH-Light,20,193.0,421.6666666666667,125.0,176.11468814230523,40.0,"P7,P19,P9,P6",25.0,109.16666666666669,1,56.90143397077918,P13->P5->P10->P12->P17->P9->P20->P8->P19->P7->P6->P11->P2->P3->P18->P4->P15->P14->P16->P1
29,Priority-Greedy,20,327.0,644.9999999999999,190.55555555555557,270.8932178354346,40.0,"P6,P18,P8,P5",50.0,205.0,1,28.252074029296637,P10->P12->P20->P8->P7->P5->P13->P2->P18->P17->P15->P19->P3->P1->P9->P4->P6->P11->P16->P14
29,Deadline-Greedy,20,280.0,566.6666666666666,196.11111111111111,255.52798220205426,40.0,"P6,P18,P8,P5",50.0,204.16666666666669,1,28.920846001710743,P10->P12->P20->P8->P7->P5->P13->P2->P19->P18->P3->P17->P15->P9->P1->P4->P16->P14->P11->P6
