seed,method,completed_task_num,total_path_length,total_inspection_time,high_priority_avg_response_time,priority_weighted_completion_time,high_priority_top5_rate,abnormal_task_ids,abnormal_priority_rate,abnormal_avg_response_time,replanning_count,algorithm_runtime_ms,task_sequence
21,RH-v2-Light,20,232.0,486.6666666666668,145.83333333333334,176.27782464392442,40.0,"P20,P14,P17,P18",0.0,150.00000000000003,1,281.50778700364754,P12->P8->P10->P15->P2->P7->P5->P14->P13->P17->P20->P4->P11->P18->P1->P9->P19->P16->P3->P6
22,AStarOnly,20,220.0,466.6666666666667,276.6666666666667,231.75753780772646,20.0,"P7,P13,P1,P11",25.0,185.41666666666669,0,33.47825101809576,P14->P20->P12->P6->P2->P7->P3->P18->P11->P15->P19->P13->P16->P4->P8->P9->P17->P1->P5->P10
22,Proposed-Balanced,20,257.0,528.3333333333333,205.00000000000003,196.1221473584443,40.0,"P9,P15,P1,P13",50.0,137.08333333333331,1,34.19439203571528,P14->P2->P6->P7->P13->P16->P15->P1->P10->P5->P19->P17->P18->P3->P9->P11->P12->P20->P4->P8
22,RH-v2-Full,20,253.0,521.6666666666666,200.83333333333331,207.33182376605262,40.0,"P10,P15,P1,P14",75.0,95.41666666666667,1,712.7248239703476,P2->P6->P7->P13->P15->P1->P10->P5->P14->P12->P11->P18->P4->P19->P17->P16->P8->P3->P9->P20
22,RH-v2-Light,20,221.0,468.3333333333333,162.91666666666669,196.39600670310375,40.0,"P8,P15,P1,P13",75.0,93.75000000000001,1,316.60087301861495,P14->P12->P6->P13->P15->P1->P5->P10->P17->P16->P8->P3->P7->P9->P2->P11->P18->P4->P19->P20
23,AStarOnly,20,151.0,351.6666666666667,212.5,206.33745764216368,20.0,"P19,P14,P17,P11",50.0,151.25,0,30.939741001930088,P7->P15->P2->P3->P17->P11->P6->P18->P12->P13->P9->P5->P10->P4->P20->P16->P14->P1->P19->P8
23,Proposed-Balanced,20,311.0,618.3333333333333,245.41666666666669,263.4206899016985,80.0,"P19,P15,P17,P10",50.0,132.08333333333331,1,32.140897994395345,P13->P1->P12->P19->P15->P11->P6->P18->P14->P5->P10->P4->P9->P17->P8->P2->P7->P3->P20->P16
23,RH-v2-Full,20,190.0,416.6666666666667,150.41666666666669,176.20872973435263,80.0,"P18,P13,P16,P10",50.0,82.08333333333333,1,576.3412369997241,P15->P19->P1->P13->P12->P10->P5->P9->P4->P20->P16->P18->P6->P11->P14->P8->P17->P3->P2->P7
23,RH-v2-Light,20,229.0,481.66666666666674,143.54166666666669,178.11167382708842,80.0,"P18,P13,P16,P10",50.0,146.66666666666666,1,280.2730349940248,P15->P19->P1->P13->P12->P10->P5->P4->P20->P18->P6->P11->P14->P9->P8->P17->P3->P2->P7->P16
24,AStarOnly,20,154.0,356.66666666666674,164.54545454545453,150.66922791004328,60.0,"P19,P16,P8,P2",25.0,135.83333333333337,0,30.147872981615365,P6->P12->P14->P16->P10->P9->P3->P11->P17->P15->P20->P2->P4->P7->P19->P5->P18->P8->P13->P1
24,Proposed-Balanced,20,190.0,416.66666666666674,185.3030303030303,180.2319204230519,60.0,"P19,P16,P8,P2",100.0,56.25,1,29.49463902041316,P6->P12->P14->P16->P2->P19->P8->P11->P17->P9->P10->P4->P15->P20->P3->P7->P18->P5->P13->P1
